Station ID,Latitude,Longitude,City,Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS01103,37.537837,126.902128, Stuttgart,6:00-22:00,2.83,38,Greenlots,350,CHAdeMO,2021,No,4.1,3,Quarterly
EVS01104,55.71537,37.686833, Hamburg,9:00-18:00,4.32,20,ChargePoint,50,Type 2,2010,Yes,4.5,2,Annually
EVS01105,19.150635,72.952049, Leipzig,24-Jul,14.46,62,Greenlots,22,"Tesla, CCS",2011,Yes,4.3,2,Quarterly
EVS01106,34.195379,-118.232149,Frankfurt,6:00-22:00,14.71,75,Greenlots,150,Type 2,2023,Yes,4.6,8,Annually
EVS01107,43.790898,-79.356487, Stuttgart,24-Jul,14.29,38,Greenlots,350,Type 2,2014,Yes,5,4,Monthly
EVS01108,41.970361,-87.710415, Hamburg,9:00-18:00,9.54,87,ChargePoint,50,Tesla,2017,No,3.1,10,Annually
EVS01109,-33.851793,18.473575, Stuttgart,9:00-18:00,5.46,14,Greenlots,350,CCS,2020,Yes,3.8,1,Monthly
EVS01110,18.948073,72.920725, Leipzig,9:00-18:00,6.49,91,Ionity,150,"CCS, CHAdeMO",2015,Yes,3.6,8,Monthly
EVS01111,-34.974387,-24.158419, Hamburg,24-Jul,18.9,80,Ionity,350,"Type 2, CHAdeMO",2020,No,5,2,Monthly
EVS01112,39.837208,116.254026, Leipzig,6:00-22:00,2.62,17,EVgo,350,Type 2,2010,No,3.8,2,Quarterly
EVS01113,52.554778,13.399112, Berlin,24-Jul,13.82,77,ChargePoint,350,Type 2,2022,Yes,3.3,6,Quarterly
EVS01114,-33.82479,18.43453, Stuttgart,6:00-22:00,7.56,98,Ionity,22,CCS,2013,Yes,5,4,Annually
EVS01115,37.556992,127.096645, Stuttgart,9:00-18:00,8.57,40,Tesla,50,CHAdeMO,2023,No,3.5,8,Annually
EVS01116,37.551898,127.072977, Stuttgart,9:00-18:00,2.92,87,EVgo,150,CHAdeMO,2012,Yes,3.7,6,Quarterly
EVS01117,-33.839691,151.265079, München,6:00-22:00,19.32,87,Greenlots,22,Type 2,2010,No,4.8,9,Annually
EVS01118,-23.634214,-46.545089, Frankfurt,6:00-22:00,1.71,82,EVgo,22,CHAdeMO,2010,Yes,3.5,5,Annually
EVS01119,-33.769145,18.519338, Stuttgart,9:00-18:00,9.93,33,Greenlots,350,"Type 2, CCS",2018,Yes,4.4,5,Quarterly
EVS01120,25.293735,55.200519, Köln,9:00-18:00,6.22,86,ChargePoint,150,CCS,2017,No,4.2,6,Monthly
EVS01121,18.674307,14.590934, Köln,9:00-18:00,4.67,81,Ionity,350,CCS,2016,Yes,3.1,10,Quarterly
EVS01122,34.101843,-118.28718,Frankfurt,6:00-22:00,7.81,71,Tesla,50,"Type 2, CCS",2016,No,3.3,1,Annually
EVS01123,-33.709479,151.367986, München,6:00-22:00,17.89,35,Tesla,50,CHAdeMO,2014,No,4.5,2,Annually
EVS01124,37.775775,-122.344577, Stuttgart,6:00-22:00,6.82,80,Greenlots,150,"Type 2, CHAdeMO",2016,No,4.9,5,Annually
EVS01125,-33.747107,151.33565, München,9:00-18:00,6.18,70,ChargePoint,50,CHAdeMO,2012,Yes,4.2,5,Quarterly
EVS01126,-33.748458,151.376085, München,24-Jul,9.09,46,EVgo,350,"Tesla, CCS",2014,Yes,3.3,5,Quarterly
EVS01127,25.352324,55.25069, Köln,9:00-18:00,6.85,78,Tesla,150,CCS,2016,Yes,4.5,10,Quarterly
EVS01128,-33.715823,151.228384, München,6:00-22:00,19.98,28,Ionity,22,"Type 2, CHAdeMO",2022,No,3.4,5,Annually
EVS01129,41.972925,-87.613655, Hamburg,9:00-18:00,19.79,71,ChargePoint,350,"CHAdeMO, Type 2",2015,Yes,4.9,3,Annually
EVS01130,55.737496,37.666835, Hamburg,24-Jul,15.54,75,ChargePoint,350,Tesla,2012,No,4.5,9,Monthly
EVS01131,-44.295779,-159.169677, Hamburg,6:00-22:00,13.98,49,EVgo,350,CCS,2013,No,4.4,8,Monthly
EVS01132,34.024965,-118.33366,Frankfurt,9:00-18:00,5.59,42,EVgo,22,"CCS, Tesla",2019,Yes,4.6,1,Quarterly
EVS01133,25.330477,55.327949, Köln,9:00-18:00,15.27,85,EVgo,150,"Tesla, CHAdeMO",2017,No,3.4,2,Quarterly
EVS01134,-33.722096,151.378939, München,24-Jul,10.58,60,EVgo,50,"Tesla, CHAdeMO",2016,No,4,1,Annually
EVS01135,18.951821,72.831931, Leipzig,9:00-18:00,3.1,31,Tesla,22,"CHAdeMO, CCS",2022,No,5,2,Quarterly
EVS01136,13.779263,100.459991, Berlin,9:00-18:00,3.03,92,Greenlots,350,"Type 2, CCS",2019,No,4.7,9,Quarterly
EVS01137,18.932378,72.887181, Leipzig,24-Jul,1.48,51,ChargePoint,150,Tesla,2016,No,4.8,10,Quarterly
EVS01138,25.213189,55.285959, Köln,24-Jul,12.87,38,Tesla,350,CCS,2015,No,3.9,1,Monthly
EVS01139,-33.841741,18.597306, Stuttgart,6:00-22:00,13.86,77,ChargePoint,150,Type 2,2023,No,4.9,4,Monthly
EVS01140,55.822747,37.680999, Hamburg,6:00-22:00,0.94,90,Greenlots,150,CCS,2022,No,3.4,3,Annually
EVS01141,9.445906,-55.589153, Hamburg,9:00-18:00,19.7,37,ChargePoint,150,CHAdeMO,2018,Yes,3.6,5,Annually
EVS01142,39.960049,116.216049, Leipzig,9:00-18:00,3.51,84,EVgo,22,Type 2,2017,Yes,4.7,7,Monthly
EVS01143,39.828486,116.38282, Leipzig,24-Jul,19.62,57,Greenlots,50,CHAdeMO,2013,Yes,4.2,9,Quarterly
EVS01144,41.883591,-87.76052, Hamburg,9:00-18:00,0.93,12,Ionity,50,Type 2,2014,No,4.1,10,Quarterly
EVS01145,55.862757,37.57221, Hamburg,24-Jul,0.76,27,Ionity,350,"Type 2, CHAdeMO",2022,Yes,3.6,9,Quarterly
EVS01146,-33.876989,18.543194, Stuttgart,6:00-22:00,15.69,40,Ionity,350,CCS,2011,Yes,3.5,9,Monthly
EVS01147,39.956952,116.439439, Leipzig,24-Jul,17.75,60,Ionity,350,Type 2,2019,No,4.7,9,Annually
EVS01148,43.743756,-79.40962, Stuttgart,9:00-18:00,5.31,97,Greenlots,50,"Tesla, CHAdeMO",2013,Yes,3.3,2,Monthly
EVS01149,-33.846264,18.432259, Stuttgart,9:00-18:00,15.62,63,EVgo,50,Type 2,2013,No,4.7,2,Quarterly
EVS01150,52.489022,13.367508, Berlin,9:00-18:00,11.57,81,EVgo,22,Type 2,2010,Yes,3.9,2,Annually
EVS01151,-36.146249,146.49704, Frankfurt,24-Jul,7.41,92,ChargePoint,150,"CHAdeMO, Tesla",2014,Yes,4.6,3,Annually
EVS01152,25.27983,55.320117, Köln,9:00-18:00,10.51,79,ChargePoint,22,CCS,2015,No,3.7,6,Monthly
EVS01153,25.30416,55.339643, Köln,24-Jul,9.54,33,EVgo,22,"CCS, Type 2",2018,No,3.5,10,Quarterly
EVS01154,-33.702919,18.541643, Stuttgart,6:00-22:00,16.74,44,EVgo,22,"CCS, Tesla",2019,No,4.5,10,Monthly
EVS01155,19.548655,-99.152523, München,24-Jul,14.13,70,Tesla,22,CHAdeMO,2020,Yes,4.1,9,Annually
EVS01156,-33.794587,18.482991, Stuttgart,6:00-22:00,16.26,94,EVgo,350,CHAdeMO,2017,No,3.8,4,Annually
EVS01157,19.423203,-99.109416, München,6:00-22:00,17.43,70,Ionity,150,CHAdeMO,2011,No,3.1,7,Quarterly
EVS01158,19.470749,-99.117494, München,6:00-22:00,0.77,17,EVgo,150,Type 2,2013,Yes,4.7,5,Annually
EVS01159,19.577614,-99.161105, München,6:00-22:00,8.2,96,Greenlots,22,"Tesla, Type 2",2015,No,4.2,6,Quarterly
EVS01160,52.509095,13.330651, Berlin,24-Jul,11.8,59,Ionity,350,"CHAdeMO, Type 2",2016,No,3.2,5,Quarterly
EVS01161,-89.630746,-32.41168, Köln,6:00-22:00,13.77,65,EVgo,350,CCS,2019,No,3.3,3,Annually
EVS01162,34.17937,-118.219698,Frankfurt,9:00-18:00,17.69,83,Ionity,50,"Type 2, CCS",2016,Yes,4.6,3,Monthly
EVS01163,37.522961,126.913867, Stuttgart,9:00-18:00,7.22,34,EVgo,50,Tesla,2011,Yes,3.2,1,Annually
EVS01164,34.167864,-118.245561,Frankfurt,9:00-18:00,3.75,19,ChargePoint,50,Tesla,2019,No,4.6,10,Annually
EVS01165,39.842594,116.473522, Leipzig,6:00-22:00,5.57,48,Greenlots,50,CHAdeMO,2013,No,3.9,9,Annually
EVS01166,-23.546267,-46.633592, Frankfurt,24-Jul,12.38,50,Greenlots,50,Type 2,2015,No,4.2,1,Monthly
EVS01167,37.611823,126.939878, Stuttgart,24-Jul,1.85,22,Greenlots,150,"CHAdeMO, CCS",2015,Yes,4.2,9,Annually
EVS01168,43.603322,-79.302742, Stuttgart,6:00-22:00,4.69,91,EVgo,350,"CHAdeMO, Type 2",2022,No,3.9,2,Annually
EVS01169,39.880678,116.208113, Leipzig,9:00-18:00,1.68,31,Ionity,50,Tesla,2023,Yes,4.9,7,Quarterly
EVS01170,-33.854097,151.333887, München,6:00-22:00,16.34,65,ChargePoint,22,"CCS, CHAdeMO",2012,No,3.2,10,Monthly
EVS01171,-22.389199,153.117257, Hamburg,6:00-22:00,12.12,86,Greenlots,150,"Tesla, CHAdeMO",2011,No,3.4,6,Monthly
EVS01172,-33.863156,18.45439, Stuttgart,9:00-18:00,16.6,37,Tesla,50,Tesla,2023,Yes,4.4,9,Annually
EVS01173,25.310429,55.38061, Köln,24-Jul,8.23,61,Tesla,50,"Tesla, CHAdeMO",2010,No,4,8,Monthly
EVS01174,41.887164,-87.648673, Hamburg,9:00-18:00,4.18,28,ChargePoint,50,"CHAdeMO, Type 2",2018,Yes,3.1,2,Annually
EVS01175,37.790101,-122.370444, Stuttgart,24-Jul,12.66,79,EVgo,150,"Type 2, Tesla",2023,No,4.7,3,Monthly
EVS01176,37.711163,-122.454235, Stuttgart,9:00-18:00,8.45,48,Greenlots,50,"CHAdeMO, Tesla",2020,No,4.6,9,Quarterly
EVS01177,43.741636,-79.41695, Stuttgart,24-Jul,16.58,63,Greenlots,150,"CHAdeMO, Tesla",2023,No,4,4,Annually
EVS01178,34.149342,-118.355191,Frankfurt,9:00-18:00,11.49,34,Ionity,22,Type 2,2013,No,4.1,10,Quarterly
EVS01179,55.858277,37.523276, Hamburg,9:00-18:00,8.73,39,Tesla,150,"Tesla, Type 2",2014,No,4.9,4,Quarterly
EVS01180,-33.79532,18.559229, Stuttgart,6:00-22:00,11.24,36,Ionity,50,Tesla,2019,Yes,3.7,2,Annually
EVS01181,-21.530008,-19.54385, München,24-Jul,11.82,68,ChargePoint,22,Type 2,2023,Yes,4.2,3,Monthly
EVS01182,13.838975,100.590146, Berlin,24-Jul,18.26,72,Greenlots,50,CCS,2018,Yes,3.2,6,Annually
EVS01183,55.861183,37.599839, Hamburg,9:00-18:00,9.87,51,Greenlots,150,"CCS, Type 2",2020,No,4.9,9,Monthly
EVS01184,25.365817,55.241502, Köln,6:00-22:00,10.33,96,Greenlots,22,CHAdeMO,2023,Yes,3.1,6,Monthly
EVS01185,-33.757181,151.32826, München,24-Jul,13.89,57,Tesla,50,"Type 2, Tesla",2023,No,4.1,2,Annually
EVS01186,13.767861,100.551305, Berlin,9:00-18:00,15.04,50,Greenlots,50,Tesla,2022,Yes,4.8,3,Annually
EVS01187,19.061513,72.976423, Leipzig,9:00-18:00,12.91,36,Ionity,22,"Type 2, Tesla",2013,Yes,4.7,2,Annually
EVS01188,41.952905,-87.749205, Hamburg,24-Jul,16.34,18,Ionity,22,"Tesla, CHAdeMO",2019,No,4,7,Monthly
EVS01189,34.057286,-118.205731,Frankfurt,24-Jul,3.8,80,EVgo,150,CHAdeMO,2014,Yes,4.6,4,Annually
EVS01190,52.569783,13.308017, Berlin,9:00-18:00,17.44,65,Ionity,50,CHAdeMO,2017,Yes,3.4,2,Monthly
EVS01191,30.502619,78.243519, Stuttgart,9:00-18:00,3.93,61,Tesla,22,"Tesla, CCS",2023,No,3.9,4,Monthly
EVS01192,37.771477,-122.405787, Stuttgart,9:00-18:00,5.7,59,ChargePoint,22,CCS,2012,Yes,3,1,Monthly
EVS01193,19.496902,-99.160588, München,24-Jul,0.58,39,ChargePoint,350,"CHAdeMO, Tesla",2022,No,3.7,5,Annually
EVS01194,19.587605,-99.159533, München,6:00-22:00,8,87,Ionity,22,"Type 2, CCS",2020,Yes,4.9,7,Monthly
EVS01195,19.538644,-99.144963, München,6:00-22:00,7.13,67,Ionity,22,"Type 2, Tesla",2012,No,4.7,10,Annually
EVS01196,19.153957,72.983214, Leipzig,6:00-22:00,14.69,50,Ionity,22,Tesla,2020,No,4.5,9,Annually
EVS01197,25.290763,55.300472, Köln,24-Jul,9.84,15,Ionity,150,"Tesla, CCS",2011,No,4.6,7,Annually
EVS01198,55.868708,37.62728, Hamburg,9:00-18:00,5.78,58,EVgo,150,CCS,2014,Yes,3.2,3,Quarterly
EVS01199,-33.770391,18.479781, Stuttgart,24-Jul,14.04,69,Tesla,22,"CHAdeMO, CCS",2011,Yes,3.3,10,Annually
EVS01200,41.917421,-87.651098, Hamburg,24-Jul,9.54,27,Greenlots,50,Tesla,2010,Yes,4.2,10,Annually
EVS01201,48.802887,71.73414, Frankfurt,6:00-22:00,18.72,89,ChargePoint,50,"Tesla, CCS",2015,No,3.3,5,Monthly
EVS01202,25.39869,55.318394, Köln,24-Jul,17.27,82,Tesla,22,"Type 2, CCS",2019,Yes,4.1,1,Monthly
EVS01203,-33.818403,18.5544, Stuttgart,6:00-22:00,8.56,55,Greenlots,50,CHAdeMO,2018,Yes,3.3,4,Quarterly
EVS01204,19.081626,72.912146, Leipzig,24-Jul,1.52,35,Ionity,50,CCS,2012,No,3.9,5,Quarterly
EVS01205,55.840206,37.673208, Hamburg,6:00-22:00,10.93,10,Tesla,50,"CCS, Tesla",2018,Yes,4,3,Monthly
EVS01206,-33.733066,151.343273, München,24-Jul,4.43,66,Tesla,22,"CHAdeMO, Tesla",2020,Yes,3,5,Annually
EVS01207,37.821741,-122.388512, Stuttgart,9:00-18:00,9.6,44,EVgo,150,"Type 2, Tesla",2020,No,4.5,9,Quarterly
EVS01208,41.908999,-87.741071, Hamburg,9:00-18:00,16.11,11,Greenlots,350,CCS,2017,Yes,3.7,6,Quarterly
EVS01209,37.74472,-122.498826, Stuttgart,6:00-22:00,19.89,52,Greenlots,22,"CHAdeMO, Tesla",2012,No,3.8,9,Quarterly
EVS01210,55.761693,37.613895, Hamburg,24-Jul,14.46,27,ChargePoint,350,"CHAdeMO, Tesla",2017,No,3.2,9,Quarterly
EVS01211,58.756469,-154.717828, Berlin,9:00-18:00,16.97,44,Tesla,50,CHAdeMO,2010,Yes,4.1,1,Monthly
EVS01212,39.926687,116.347863, Leipzig,9:00-18:00,12.45,73,EVgo,150,Tesla,2011,No,3.9,1,Quarterly
EVS01213,18.994451,72.996364, Leipzig,9:00-18:00,2.91,44,Ionity,22,"Type 2, CHAdeMO",2012,Yes,3.9,1,Annually
EVS01214,-33.809074,18.475246, Stuttgart,6:00-22:00,13.45,31,ChargePoint,50,CHAdeMO,2016,No,4,9,Monthly
EVS01215,41.99184,-87.646674, Hamburg,24-Jul,2.19,60,EVgo,50,CHAdeMO,2019,No,3.2,6,Quarterly
EVS01216,52.49597,13.318486, Berlin,6:00-22:00,1.32,64,Greenlots,150,Type 2,2013,No,4,6,Quarterly
EVS01217,43.617709,-79.332306, Stuttgart,9:00-18:00,2.74,19,Ionity,150,"Tesla, CHAdeMO",2011,No,3.2,4,Quarterly
EVS01218,43.740851,-79.39358, Stuttgart,9:00-18:00,17.56,42,ChargePoint,350,CHAdeMO,2010,No,4.7,9,Quarterly
EVS01219,39.962107,116.465186, Leipzig,6:00-22:00,16.47,93,Tesla,22,Tesla,2020,No,3.7,1,Quarterly
EVS01220,-33.861676,18.468477, Stuttgart,9:00-18:00,17.37,20,Tesla,50,"Type 2, CCS",2014,No,3.5,10,Annually
EVS01221,-52.957502,59.119297, Köln,24-Jul,15.51,50,Greenlots,50,"Tesla, CCS",2023,No,3.7,7,Annually
EVS01222,-33.849874,151.335515, München,24-Jul,7.46,59,Tesla,350,"CCS, Tesla",2017,Yes,3.1,2,Quarterly
EVS01223,41.800259,-87.706585, Hamburg,24-Jul,8.91,37,Ionity,150,CCS,2014,No,3.5,6,Quarterly
EVS01224,13.89818,100.425271, Berlin,24-Jul,10.3,90,EVgo,350,"Type 2, Tesla",2014,No,3.1,10,Annually
EVS01225,52.430338,13.492874, Berlin,9:00-18:00,8.08,27,Ionity,150,"Tesla, CHAdeMO",2020,Yes,3.5,2,Annually
EVS01226,39.893089,116.395449, Leipzig,9:00-18:00,19.55,13,ChargePoint,22,CHAdeMO,2018,Yes,4.1,9,Annually
EVS01227,-23.658178,-46.51289, Frankfurt,24-Jul,9.38,67,Greenlots,150,"CHAdeMO, Type 2",2017,Yes,3.1,1,Monthly
EVS01228,37.588283,127.069261, Stuttgart,6:00-22:00,9.13,72,EVgo,50,"Type 2, CHAdeMO",2011,Yes,3.5,3,Annually
EVS01229,19.407565,-99.093726, München,24-Jul,7.92,97,Greenlots,22,Type 2,2014,Yes,3.1,4,Monthly
EVS01230,19.02126,72.927363, Leipzig,24-Jul,13.47,83,ChargePoint,350,"CCS, Type 2",2021,No,4.2,1,Quarterly
EVS01231,-17.799939,-69.066009, München,9:00-18:00,16.9,69,Tesla,50,"Type 2, CHAdeMO",2017,No,3.3,4,Annually
EVS01232,-33.755611,18.50961, Stuttgart,24-Jul,6.17,19,Ionity,50,CCS,2019,No,4.2,1,Monthly
EVS01233,13.779129,100.531587, Berlin,24-Jul,4.56,12,Ionity,22,CHAdeMO,2018,Yes,4.3,8,Quarterly
EVS01234,-33.729808,151.260688, München,6:00-22:00,16.5,92,Tesla,150,"CCS, Tesla",2018,Yes,3.2,9,Monthly
EVS01235,19.592201,-99.099669, München,9:00-18:00,5.71,11,Greenlots,150,CHAdeMO,2023,Yes,4,5,Annually
EVS01236,37.50967,127.030334, Stuttgart,24-Jul,14.49,92,Ionity,50,"Type 2, CCS",2020,No,3.7,5,Quarterly
EVS01237,37.640348,127.075489, Stuttgart,6:00-22:00,16.58,63,Ionity,50,Type 2,2022,Yes,4,10,Quarterly
EVS01238,41.935383,-87.616723, Hamburg,6:00-22:00,3.25,55,Ionity,150,"CHAdeMO, CCS",2013,No,4.5,6,Annually
EVS01239,37.505805,127.087886, Stuttgart,24-Jul,8.12,69,Ionity,50,CCS,2013,Yes,4.8,2,Quarterly
EVS01240,34.178803,-118.253056,Frankfurt,9:00-18:00,6.67,22,EVgo,150,"CCS, Tesla",2022,Yes,3.4,9,Quarterly
EVS01241,32.670231,134.545254, Frankfurt,6:00-22:00,17.74,33,ChargePoint,350,CHAdeMO,2012,Yes,3.6,2,Quarterly
EVS01242,41.950239,-87.647606, Hamburg,9:00-18:00,15.35,64,EVgo,150,Tesla,2019,No,4.1,8,Quarterly
EVS01243,43.702691,-79.437609, Stuttgart,6:00-22:00,7.02,29,Tesla,22,"Tesla, Type 2",2021,No,4.4,4,Annually
EVS01244,43.628504,-79.403438, Stuttgart,6:00-22:00,14.29,14,ChargePoint,150,CCS,2019,No,3.7,8,Monthly
EVS01245,37.841908,-122.499472, Stuttgart,6:00-22:00,0.79,60,EVgo,350,Tesla,2021,Yes,3.7,3,Quarterly
EVS01246,39.848631,116.434143, Leipzig,6:00-22:00,2.05,13,Ionity,150,"CCS, Tesla",2018,No,4.4,7,Quarterly
EVS01247,39.946664,116.254682, Leipzig,24-Jul,18.88,42,Ionity,22,Type 2,2017,Yes,3.2,2,Annually
EVS01248,19.576399,-99.179318, München,6:00-22:00,2.26,26,Tesla,22,"CCS, Tesla",2023,No,4.3,3,Monthly
EVS01249,37.849394,-122.439574, Stuttgart,6:00-22:00,11.01,27,EVgo,50,"Tesla, CCS",2015,Yes,4.4,5,Quarterly
EVS01250,55.77216,37.665605, Hamburg,24-Jul,15.79,69,Ionity,350,"CHAdeMO, CCS",2015,No,3.1,9,Annually
EVS01251,78.794764,-97.498207, Hamburg,9:00-18:00,16.53,54,Ionity,50,"Tesla, CHAdeMO",2018,Yes,3.9,3,Monthly
EVS01252,41.895343,-87.632543, Hamburg,6:00-22:00,11.78,87,EVgo,350,"Tesla, Type 2",2018,Yes,3.2,9,Monthly
EVS01253,39.964159,116.397439, Leipzig,6:00-22:00,16.23,100,ChargePoint,50,"Type 2, CCS",2013,Yes,3.4,9,Annually
EVS01254,-33.834676,151.324786, München,9:00-18:00,6.35,79,EVgo,50,CHAdeMO,2013,Yes,3.4,1,Monthly
EVS01255,13.85369,100.504924, Berlin,24-Jul,5.2,81,ChargePoint,150,CCS,2011,Yes,3.9,5,Annually
EVS01256,25.201834,55.351153, Köln,9:00-18:00,5.23,50,EVgo,22,CHAdeMO,2017,No,4.3,8,Annually
EVS01257,43.76646,-79.335634, Stuttgart,24-Jul,7.17,52,Ionity,22,"CHAdeMO, Type 2",2020,No,3.3,3,Annually
EVS01258,-23.564704,-46.697662, Frankfurt,9:00-18:00,13.41,85,EVgo,150,Tesla,2022,No,4.2,6,Annually
EVS01259,19.428016,-99.055476, München,6:00-22:00,17.69,11,Tesla,50,"Tesla, CHAdeMO",2012,Yes,3.4,6,Monthly
EVS01260,25.313647,55.216662, Köln,24-Jul,3.16,61,EVgo,350,"Tesla, Type 2",2021,No,4.5,4,Quarterly
EVS01261,83.715905,-55.586334, Frankfurt,24-Jul,13.11,20,Ionity,350,Tesla,2021,Yes,4.1,2,Annually
EVS01262,52.491019,13.348886, Berlin,6:00-22:00,3.54,56,EVgo,50,CHAdeMO,2011,No,3.4,5,Annually
EVS01263,43.748797,-79.433263, Stuttgart,24-Jul,18.95,32,Ionity,22,CCS,2012,Yes,4.4,10,Quarterly
EVS01264,39.934387,116.340105, Leipzig,6:00-22:00,2.43,13,ChargePoint,350,CCS,2013,No,4,7,Annually
EVS01265,34.08529,-118.221489,Frankfurt,9:00-18:00,9.08,37,EVgo,350,Type 2,2018,Yes,3.7,1,Monthly
EVS01266,13.867004,100.419976, Berlin,9:00-18:00,11.42,57,Greenlots,50,CCS,2020,Yes,4.4,6,Monthly
EVS01267,39.974875,116.410076, Leipzig,9:00-18:00,15.08,43,ChargePoint,150,Tesla,2014,No,4.8,6,Quarterly
EVS01268,52.592899,13.384267, Berlin,6:00-22:00,12.16,82,Tesla,50,CCS,2012,No,3.8,8,Monthly
EVS01269,18.938384,72.816944, Leipzig,9:00-18:00,3.8,70,Greenlots,150,Tesla,2020,No,4.8,4,Annually
EVS01270,-33.710036,18.407538, Stuttgart,9:00-18:00,15.29,66,Greenlots,350,CHAdeMO,2013,No,4.7,6,Annually
EVS01271,75.362552,-74.28057, Stuttgart,6:00-22:00,14.76,82,ChargePoint,350,Type 2,2015,Yes,3.4,9,Monthly
EVS01272,41.825729,-87.734587, Hamburg,24-Jul,4.23,97,EVgo,22,"Tesla, Type 2",2010,No,4.1,8,Quarterly
EVS01273,19.125079,72.806143, Leipzig,9:00-18:00,14.7,73,Greenlots,50,"CHAdeMO, Type 2",2020,Yes,3.3,1,Monthly
EVS01274,43.75232,-79.493996, Stuttgart,6:00-22:00,19.44,75,EVgo,50,CCS,2023,Yes,3.6,6,Quarterly
EVS01275,19.432797,-99.047812, München,6:00-22:00,18.72,51,Greenlots,22,Tesla,2016,No,4.4,10,Quarterly
EVS01276,39.805457,116.31017, Leipzig,6:00-22:00,17.29,93,Ionity,50,"Type 2, Tesla",2021,Yes,3.8,4,Monthly
EVS01277,34.139995,-118.310763,Frankfurt,24-Jul,5.21,61,Ionity,350,"Type 2, Tesla",2021,Yes,4.9,10,Monthly
EVS01278,-23.653557,-46.691647, Frankfurt,6:00-22:00,17.58,18,Ionity,150,"CCS, Tesla",2016,Yes,3.6,3,Quarterly
EVS01279,39.869876,116.411364, Leipzig,9:00-18:00,1.75,23,EVgo,350,CCS,2022,Yes,3.1,2,Annually
EVS01280,43.738033,-79.390437, Stuttgart,24-Jul,10.34,57,Ionity,22,CCS,2015,No,4.8,3,Monthly
EVS01281,-79.77322,94.138094, Köln,6:00-22:00,4.6,58,Greenlots,50,"CHAdeMO, Tesla",2020,Yes,3.3,1,Annually
EVS01282,52.411659,13.44088, Berlin,9:00-18:00,7.96,27,EVgo,50,"Tesla, CHAdeMO",2021,Yes,4.1,7,Annually
EVS01283,37.70264,-122.473576, Stuttgart,9:00-18:00,13.74,40,Greenlots,350,Type 2,2012,No,3.4,3,Monthly
EVS01284,52.400082,13.403944, Berlin,9:00-18:00,3.9,96,Greenlots,22,Type 2,2018,Yes,3.4,4,Annually
EVS01285,41.900814,-87.745982, Hamburg,24-Jul,16.53,73,Ionity,50,CCS,2022,No,3.3,7,Annually
EVS01286,13.829712,100.524155, Berlin,24-Jul,5.66,64,ChargePoint,50,"CCS, Type 2",2019,Yes,4.9,1,Monthly
EVS01287,37.621942,126.920673, Stuttgart,9:00-18:00,4.03,30,EVgo,22,Type 2,2018,Yes,4.4,5,Quarterly
EVS01288,18.950461,72.896087, Leipzig,6:00-22:00,19.86,47,EVgo,50,Type 2,2017,Yes,4.3,3,Monthly
EVS01289,41.985011,-87.68649, Hamburg,24-Jul,9.15,66,ChargePoint,350,"CHAdeMO, CCS",2013,Yes,4.2,2,Quarterly
EVS01290,13.848854,100.532025, Berlin,24-Jul,14.62,99,EVgo,350,"Type 2, Tesla",2016,No,3.9,7,Quarterly
EVS01291,59.916673,-158.258473, Frankfurt,24-Jul,9.74,80,Greenlots,50,Tesla,2012,Yes,4,8,Annually
EVS01292,19.568486,-99.174015, München,9:00-18:00,11.31,14,ChargePoint,350,"CCS, CHAdeMO",2014,Yes,3.8,2,Monthly
EVS01293,-33.734968,151.244249, München,9:00-18:00,13.95,77,EVgo,22,Type 2,2018,Yes,4.5,8,Quarterly
EVS01294,19.557005,-99.089388, München,6:00-22:00,16.52,32,Tesla,350,Tesla,2010,No,3.4,10,Monthly
EVS01295,34.010807,-118.297669,Frankfurt,9:00-18:00,11.4,57,ChargePoint,350,CHAdeMO,2011,No,3.8,4,Quarterly
EVS01296,39.938218,116.28694, Leipzig,9:00-18:00,20,11,Tesla,150,"Tesla, CCS",2015,Yes,4.7,1,Monthly
EVS01297,-33.88807,18.440264, Stuttgart,6:00-22:00,11.48,69,Ionity,150,"Tesla, CHAdeMO",2013,No,4.4,2,Quarterly
EVS01298,19.061128,72.954099, Leipzig,24-Jul,2.22,100,EVgo,50,CCS,2014,Yes,3.4,1,Quarterly
EVS01299,19.172069,72.942586, Leipzig,24-Jul,4.1,26,EVgo,50,"CHAdeMO, Tesla",2012,Yes,3.9,7,Quarterly
EVS01300,-33.710382,151.214454, München,24-Jul,15.41,42,Tesla,22,Type 2,2011,Yes,3.5,4,Annually
EVS01301,76.725564,-92.122116, Berlin,6:00-22:00,4.74,95,EVgo,350,"Type 2, CCS",2023,Yes,3.1,3,Quarterly
EVS01302,52.433953,13.352454, Berlin,6:00-22:00,2.74,15,EVgo,350,CHAdeMO,2023,Yes,4.2,5,Monthly
EVS01303,34.044624,-118.381803,Frankfurt,6:00-22:00,1.44,43,Tesla,50,"CCS, Tesla",2012,Yes,4,10,Quarterly
EVS01304,39.933035,116.341178, Leipzig,6:00-22:00,13.62,39,ChargePoint,22,Type 2,2018,Yes,4,8,Monthly
EVS01305,-23.61953,-46.616462, Frankfurt,24-Jul,12.47,86,ChargePoint,50,"CCS, CHAdeMO",2013,Yes,3.7,1,Quarterly
